Date,Province/State,Latitude,Longitude,FIPS,Confirmed,Deaths,Recovered,UnknownActive,Active,Day,DayLoc,DayCountry,DayCountryProvince,Death,Total Confirmed,Total Deaths,Total Recovered,Active Cases,Death Rate,Death Change Rate,Recovery Change Rate,Confirmed Change Rate,Likely Cases 1pct,Likely Cases 1.8pct,Likely Cases 3.5pct,Likely Cases C86
2020-01-29 19:30:00,United Arab Emirates,24.0002488,53.999482900000004,0.0,4.0,0.0,0.0,4.0,4.0,0,0,0,0,0.0,4.0,0.0,0.0,4.0,0.0,,,,0.0,0.0,0.0,5.0
2020-01-30 16:00:00,United Arab Emirates,24.0002488,53.999482900000004,0.0,4.0,0.0,0.0,4.0,4.0,1,1,1,1,0.0,4.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,5.0
2020-01-31 08:15:00,United Arab Emirates,24.0002488,53.999482900000004,0.0,4.0,0.0,0.0,4.0,4.0,2,2,2,2,0.0,4.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,5.0
2020-01-31 23:59:00,United Arab Emirates,24.0002488,53.999482900000004,0.0,4.0,0.0,0.0,4.0,4.0,3,3,3,3,0.0,4.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,5.0
2020-02-02 05:43:01,United Arab Emirates,144.00149280000002,323.99689739999997,0.0,30.0,0.0,0.0,30.0,30.0,39,39,39,39,0.0,30.0,0.0,0.0,30.0,0.0,,,6.5,0.0,0.0,0.0,34.0
2020-02-08 07:03:16,United Arab Emirates,48.0004976,107.99896580000001,0.0,14.0,0.0,0.0,14.0,14.0,21,21,21,21,0.0,14.0,0.0,0.0,14.0,0.0,,,-0.533,0.0,0.0,0.0,16.0
2020-02-10 23:03:09,United Arab Emirates,48.0004976,107.99896580000001,0.0,16.0,0.0,0.0,16.0,16.0,25,25,25,25,0.0,16.0,0.0,0.0,16.0,0.0,,,0.143,0.0,0.0,0.0,18.0
2020-02-12 00:33:02,United Arab Emirates,72.0007464,161.9984487,0.0,24.0,0.0,3.0,24.0,21.0,45,45,45,45,0.0,24.0,0.0,3.0,21.0,0.0,,inf,0.5,0.0,0.0,0.0,27.0
2020-02-15 06:03:03,United Arab Emirates,24.0002488,53.999482900000004,0.0,8.0,0.0,3.0,8.0,5.0,17,17,17,17,0.0,8.0,0.0,3.0,5.0,0.0,,0.0,-0.667,0.0,0.0,0.0,9.0
2020-02-16 20:43:02,United Arab Emirates,144.00149280000002,323.99689739999997,0.0,54.0,0.0,24.0,54.0,30.0,123,123,123,123,0.0,54.0,0.0,24.0,30.0,0.0,,7.0,5.75,0.0,0.0,0.0,62.0
2020-02-22 14:53:02,United Arab Emirates,144.00149280000002,323.99689739999997,0.0,78.0,0.0,24.0,78.0,54.0,159,159,159,159,0.0,78.0,0.0,24.0,54.0,0.0,,0.0,0.444,0.0,0.0,0.0,89.0
2020-02-28 04:13:09,United Arab Emirates,24.0002488,53.999482900000004,0.0,19.0,0.0,5.0,19.0,14.0,30,30,30,30,0.0,19.0,0.0,5.0,14.0,0.0,,-0.792,-0.756,0.0,0.0,0.0,22.0
2020-02-29 12:33:03,United Arab Emirates,24.0002488,53.999482900000004,0.0,63.0,0.0,15.0,63.0,48.0,96,4376,96,96,0.0,63.0,0.0,15.0,48.0,0.0,,2.0,2.316,0.0,0.0,0.0,72.0
2020-03-03 23:43:02,United Arab Emirates,0.0,0.0,0.0,54.0,0.0,10.0,54.0,44.0,69,5259,69,69,0.0,54.0,0.0,10.0,44.0,0.0,,-0.333,-0.143,0.0,0.0,0.0,62.0
2020-03-05 23:53:02,United Arab Emirates,0.0,0.0,0.0,58.0,0.0,10.0,58.0,48.0,73,5863,73,73,0.0,58.0,0.0,10.0,48.0,0.0,,0.0,0.074,0.0,0.0,0.0,66.0
2020-03-07 10:13:22,United Arab Emirates,0.0,0.0,0.0,135.0,0.0,21.0,135.0,114.0,117,9761,117,117,0.0,135.0,0.0,21.0,114.0,0.0,,1.1,1.328,0.0,0.0,0.0,154.0
2020-03-10 11:13:12,United Arab Emirates,0.0,0.0,0.0,74.0,0.0,12.0,74.0,62.0,41,3847,41,41,0.0,74.0,0.0,12.0,62.0,0.0,,-0.429,-0.452,0.0,0.0,0.0,84.0
2020-03-11 20:00:00,United Arab Emirates,0.0,0.0,0.0,85.0,0.0,17.0,85.0,68.0,42,4289,42,42,0.0,85.0,0.0,17.0,68.0,0.0,,0.417,0.149,0.0,0.0,0.0,97.0
2020-03-11 20:53:02,United Arab Emirates,0.0,0.0,0.0,74.0,0.0,17.0,74.0,57.0,43,4348,43,43,0.0,74.0,0.0,17.0,57.0,0.0,,0.0,-0.129,0.0,0.0,0.0,84.0
2020-03-12 21:39:09,United Arab Emirates,0.0,0.0,0.0,85.0,0.0,17.0,85.0,68.0,44,4542,44,44,0.0,85.0,0.0,17.0,68.0,0.0,,0.0,0.149,0.0,0.0,0.0,97.0
2020-03-13 22:21:58,United Arab Emirates,0.0,0.0,0.0,85.0,0.0,17.0,85.0,68.0,45,4624,45,45,0.0,85.0,0.0,17.0,68.0,0.0,,0.0,0.0,0.0,0.0,0.0,97.0
2020-03-15 18:20:18,United Arab Emirates,0.0,0.0,0.0,98.0,0.0,23.0,98.0,75.0,46,5097,46,46,0.0,98.0,0.0,23.0,75.0,0.0,,0.353,0.153,0.0,0.0,0.0,112.0
