Country,Date,Confirmed
World,2020-01-23,156.42205905370844
World,2020-01-24,309.26313360897745
World,2020-01-25,1527.4811236160283
World,2020-01-26,738.0838888135489
World,2020-01-27,657.6364813895005
World,2020-01-28,-552.7138629784982
World,2020-01-29,1737.7817775486951
World,2020-01-30,1106.6795637141176
World,2020-01-31,897.7340668108934
World,2020-02-01,905.2421266311604
World,2020-02-02,842.5055489570207
World,2020-02-03,-364.86002040841475
World,2020-02-04,-480.4046106365876
World,2020-02-05,-1573.9642330826516
World,2020-02-06,297.35821075525365
World,2020-02-07,463.47794589256773
World,2020-02-08,1696.2249777587917
World,2020-02-09,922.7247693892818
World,2020-02-10,859.6710100715131
World,2020-02-11,-331.6483639402608
World,2020-02-12,1979.6694582072196
World,2020-02-13,1371.3489431522958
World,2020-02-14,1187.3287263082268
World,2020-02-15,1222.106934195288
World,2020-02-16,1189.2054801383797
World,2020-02-17,14.480682208025655
World,2020-02-18,-65.35434930142742
World,2020-02-19,-1119.847944607465
World,2020-02-20,794.2114793230658
World,2020-02-21,1007.1331299781918
World,2020-02-22,2291.0819325556313
World,2020-02-23,1573.5952594196192
World,2020-02-24,1571.8169320221805
World,2020-02-25,447.5267213649869
World,2020-02-26,2832.1647589907016
World,2020-02-27,2304.042428666479
World,2020-02-28,2207.7393424794445
World,2020-02-29,2338.45350484865
World,2020-03-01,2410.4708564323
World,2020-03-02,1350.4815751060642
World,2020-03-03,1396.1086108274376
World,2020-03-04,478.7960945937807
World,2020-03-05,2542.837858545688
World,2020-03-06,2949.0473505427185
World,2020-03-07,4447.374071557512
World,2020-03-08,3967.6134467681795
World,2020-03-09,4229.401089591917
World,2020-03-10,3397.2648393523664
World,2020-03-11,6105.6735177136125
World,2020-03-12,5936.274034412886
World,2020-03-13,6237.3164839175415
World,2020-03-14,6808.034346136534
World,2020-03-15,7367.14595401021
World,2020-03-16,6846.204526367971
World,2020-03-17,7488.162100950906
World,2020-03-18,7230.294786213854
World,2020-03-19,10023.269248813267
World,2020-03-20,11392.388098898804
World,2020-03-21,13973.211276790587
World,2020-03-22,14709.424477913579
World,2020-03-23,16335.933076703735
World,2020-03-24,17033.990906081748
World,2020-03-25,21456.312816539812
World,2020-03-26,23204.35650727035
World,2020-03-27,25647.76573717176
World,2020-03-28,28608.732950464422
World,2020-03-29,31830.436753297436
World,2020-03-30,34270.269136388844
World,2020-03-31,38198.20378629139
World,2020-04-01,41579.43757873671
World,2020-04-02,48393.06899778571
World,2020-04-03,52781.531050399004
World,2020-04-04,58563.967936337256
World,2020-04-05,62685.12790178306
World,2020-04-06,67878.89787919626
World,2020-04-07,72323.03986952033
World,2020-04-08,80663.88487518663
World,2020-04-09,86493.17765761407
World,2020-04-10,93167.0754073666
World,2020-04-11,100490.07298631594
World,2020-04-12,108183.02879605941
World,2020-04-13,115176.02896817657
World,2020-04-14,123706.46814713553
World,2020-04-15,131701.5096295745
World,2020-04-16,143096.7221990544
World,2020-04-17,148294.0109353018
World,2020-04-18,154665.5387776355
World,2020-04-19,159135.84285582652
World,2020-04-20,164418.66518175075
World,2020-04-21,168671.97463400857
World,2020-04-22,176522.9855672665
World,2020-04-23,181545.3647034603
World,2020-04-24,187078.62597167536
World,2020-04-25,192912.48043818714
World,2020-04-26,198755.307527578
World,2020-04-27,203527.4748899945
World,2020-04-28,209459.87233667614
World,2020-04-29,214476.80739474346
World,2020-04-30,222515.04259416898
World,2020-05-01,228898.0998854465
World,2020-05-02,236391.18263109913
World,2020-05-03,241914.57797881367
World,2020-05-04,248177.95654183437
World,2020-05-05,253335.42592990905
World,2020-05-06,262010.58006792245
World,2020-05-07,267773.73556262517
World,2020-05-08,273961.35439169273
World,2020-05-09,280360.41967519285
World,2020-05-10,286676.93036759546
World,2020-05-11,291829.2418896961
World,2020-05-12,298046.6178196055
World,2020-05-13,303252.13993154845
