index,Country/Region,Day,Confirmed,Deaths,Recovered,Active Cases,Cases,Death Rate,Recovery Rate,New Deaths,New Recovered,New Cases,New Case Rate,New Death Rate
3569,Ghana,1,12.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,-2.0,-1.1666666666666667,-1.0
3732,Guatemala,1,2.0,1.0,0.0,1.0,2.0,0.5,0.0,1.0,0.0,-15.0,-1.9375,inf
7686,Saudi Arabia,1,15.0,0.0,0.0,15.0,15.0,0.0,0.0,-1.0,0.0,13.0,-1.8666666666666667,-2.0
7655,Sao Tome and Principe,1,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,-11.0,-1.8461538461538463,-1.0
3879,Guyana,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.0,-0.5,inf
3930,Haiti,1,2.0,0.0,0.0,2.0,2.0,0.0,0.0,-1.0,0.0,1.0,-2.0,-2.0
4159,Iceland,1,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
1200,Botswana,2,4.0,1.0,0.0,3.0,4.0,0.25,0.0,1.0,0.0,3.0,-2.5,inf
518,Austria,2,9.0,0.0,0.0,9.0,9.0,0.0,0.0,-1.0,0.0,5.0,0.6666666666666667,-2.0
3118,Ethiopia,2,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,-0.8,-1.0
8399,Sudan,2,8.0,4.0,0.0,4.0,8.0,0.5,0.0,4.0,0.0,-36.0,-1.8571428571428572,inf
3345,Gabon,2,5.0,1.0,0.0,4.0,5.0,0.2,0.0,-3.0,0.0,-3.0,-0.9166666666666666,-1.75
3394,Gambia,2,3.0,1.0,0.0,2.0,3.0,0.3333333333333333,0.0,0.0,0.0,-2.0,-0.33333333333333337,-1.0
580,Azerbaijan,2,12.0,0.0,0.0,12.0,12.0,0.0,0.0,-1.0,0.0,9.0,-5.5,-inf
6168,Montenegro,2,28.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,16.0,0.7777777777777777,-1.0
8741,Taiwan*,2,59.0,1.0,20.0,38.0,39.0,0.01694915254237288,0.3389830508474576,1.0,20.0,58.0,-59.0,inf
8757,Tanzania,2,18.0,0.0,0.0,18.0,18.0,0.0,0.0,-1.0,-20.0,-41.0,-1.706896551724138,-2.0
