index,Country/Region,Day,Confirmed,Deaths,Recovered,Active Cases,Cases,Death Rate,Recovery Rate,New Deaths,New Recovered,New Cases,New Case Rate,New Death Rate
802,Philippines,5,15.0,5.0,0.0,10.0,15.0,0.3333333333333333,0.0,5.0,0.0,1.0,-1.0263157894736843,-3.5
1048,Tunisia,6,24.0,0.0,0.0,24.0,24.0,0.0,0.0,-5.0,0.0,9.0,8.0,-2.0
285,Ecuador,6,51.0,0.0,0.0,51.0,51.0,0.0,0.0,0.0,0.0,27.0,2.0,-1.0
12,Albania,6,51.0,1.0,0.0,50.0,51.0,0.0196078431372549,0.0,1.0,0.0,0.0,-1.0,inf
5,Afghanistan,6,21.0,0.0,1.0,20.0,20.0,0.0,0.047619047619047616,-1.0,1.0,-30.0,-inf,-2.0
826,Portugal,6,60.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,-1.0,39.0,-2.3,-1.0
819,Poland,6,49.0,1.0,0.0,48.0,49.0,0.02040816326530612,0.0,1.0,0.0,-11.0,-1.282051282051282,inf
844,Russia,6,65.0,0.0,6.0,59.0,59.0,0.0,0.09230769230769231,-1.0,6.0,16.0,-2.4545454545454546,-2.0
490,Indonesia,6,96.0,5.0,8.0,83.0,88.0,0.052083333333333336,0.08333333333333333,5.0,2.0,31.0,0.9375,-6.0
473,India,6,10.0,0.0,6.0,4.0,4.0,0.0,0.6,-5.0,-2.0,-86.0,-3.774193548387097,-2.0
272,Denmark,6,35.0,0.0,1.0,34.0,34.0,0.0,0.02857142857142857,0.0,-5.0,25.0,-1.2906976744186047,-1.0
36,Argentina,6,69.0,4.0,0.0,65.0,69.0,0.057971014492753624,0.0,4.0,-1.0,60.0,-3.4,inf
139,Bulgaria,6,67.0,2.0,0.0,65.0,67.0,0.029850746268656716,0.0,-2.0,0.0,-2.0,-1.0333333333333334,-1.5
500,Iran,6,95.0,16.0,0.0,79.0,95.0,0.16842105263157894,0.0,14.0,0.0,28.0,-15.0,-8.0
453,Hungary,6,30.0,0.0,1.0,29.0,29.0,0.0,0.03333333333333333,-16.0,1.0,-65.0,-3.3214285714285716,-2.142857142857143
564,Italy,6,322.0,10.0,1.0,311.0,321.0,0.031055900621118012,0.003105590062111801,10.0,0.0,292.0,-5.492307692307692,-1.625
525,Iraq,6,26.0,0.0,0.0,26.0,26.0,0.0,0.0,-10.0,-1.0,-296.0,-2.0136986301369864,-2.0
124,Bosnia and Herzegovina,6,24.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,-2.0,-0.9932432432432432,-1.0
281,Dominican Republic,6,21.0,1.0,0.0,20.0,21.0,0.047619047619047616,0.0,1.0,0.0,-3.0,0.5,inf
18,Algeria,6,60.0,0.0,0.0,60.0,60.0,0.0,0.0,-1.0,0.0,39.0,-14.0,-2.0
857,San Marino,6,23.0,1.0,0.0,22.0,23.0,0.043478260869565216,0.0,1.0,0.0,-37.0,-1.9487179487179487,-2.0
937,Spain,6,32.0,0.0,2.0,30.0,30.0,0.0,0.0625,-1.0,2.0,9.0,-1.2432432432432432,-2.0
754,Oman,6,80.0,0.0,10.0,70.0,70.0,0.0,0.125,0.0,8.0,48.0,4.333333333333333,-1.0
715,Morocco,6,17.0,1.0,1.0,15.0,16.0,0.058823529411764705,0.058823529411764705,1.0,1.0,-118.0,-2.903225806451613,inf
655,Lebanon,6,13.0,0.0,1.0,12.0,12.0,0.0,0.07692307692307693,-1.0,0.0,-4.0,-0.9661016949152542,-2.0
45,Armenia,6,78.0,0.0,1.0,77.0,77.0,0.0,0.01282051282051282,0.0,0.0,65.0,-17.25,-1.0
90,Azerbaijan,6,38.0,2.0,9.0,27.0,29.0,0.05263157894736842,0.23684210526315788,2.0,8.0,-40.0,-1.6153846153846154,inf
107,Bangladesh,6,10.0,0.0,3.0,7.0,7.0,0.0,0.3,-2.0,-6.0,-28.0,-0.30000000000000004,-2.0
647,Latvia,6,26.0,0.0,1.0,25.0,25.0,0.0,0.038461538461538464,0.0,-2.0,16.0,-1.5714285714285714,-1.0
787,Panama,6,69.0,1.0,0.0,68.0,69.0,0.014492753623188406,0.0,1.0,-24.0,30.0,-6.0,inf
637,Kuwait,6,116.0,0.0,0.0,116.0,116.0,0.0,0.0,-1.0,0.0,47.0,0.5666666666666667,-2.0
